id,rule_id,name,lang,severity,category,message,yaml_content,enabled,created_at
kotlin.gradle.security.build-gradle-password-hardcoded,kotlin.gradle.security.build-gradle-password-hardcoded,Build Gradle Password Hardcoded,kotlin,warning,gradle,"A secret is hard-coded in the application. Secrets stored in source code,","rules:
- id: build-gradle-password-hardcoded
  message: A secret is hard-coded in the application. Secrets stored in source code,
    such as credentials, identifiers, and other types of sensitive data, can be leaked
    and used by internal or external malicious actors. It is recommended to rotate
    the secret and retrieve them from a secure secret vault or Hardware Security Module
    (HSM), alternatively environment variables can be used if allowed by your company
    policy.
  severity: WARNING
  metadata:
    likelihood: LOW
    impact: HIGH
    confidence: MEDIUM
    category: security
    subcategory:
    - vuln
    cwe:
    - 'CWE-798: Use of Hard-coded Credentials'
    cwe2020-top25: true
    cwe2021-top25: true
    cwe2022-top25: true
    owasp:
    - A07:2021 - Identification and Authentication Failures
    references:
    - https://owasp.org/Top10/A07_2021-Identification_and_Authentication_Failures
    technology:
    - secrets
    vulnerability_class:
    - Hard-coded Secrets
    source_rule_url: https://semgrep.dev/playground/r/d8Ur5BA/achufistov6_personal_org.build-gradle-password-hardcoded
  languages:
  - kotlin
  options:
    symbolic_propagation: true
  patterns:
  - pattern-either:
    - pattern: '$PASS = env[...] ?: $VALUE'
  - metavariable-regex:
      metavariable: $PASS
      regex: (password|pass|passwd|loginPassword)
  - metavariable-pattern:
      language: generic
      metavariable: $VALUE
      patterns:
      - pattern-either:
        - pattern-regex: ^[A-Za-z0-9/+=]+$
  paths:
    include:
    - ""*build.gradle.kts""
",t,2026-04-21 13:30:36.688361-06
kotlin.lang.security.anonymous-ldap-bind,kotlin.lang.security.anonymous-ldap-bind,Anonymous Ldap Bind,kotlin,warning,lang,Detected anonymous LDAP bind. This permits anonymous users to execute LDAP statements. Consider enforcing authentication for LDAP. See https://docs.oracle.com/javase/tutorial/jndi/ldap/auth_mechs.html for more information.,"rules:
- id: anonymous-ldap-bind
  metadata:
    cwe:
    - 'CWE-287: Improper Authentication'
    owasp:
    - A02:2017 - Broken Authentication
    - A07:2021 - Identification and Authentication Failures
    source-rule-url: https://find-sec-bugs.github.io/bugs.htm#LDAP_ANONYMOUS
    category: security
    technology:
    - kotlin
    references:
    - https://owasp.org/Top10/A07_2021-Identification_and_Authentication_Failures
    cwe2022-top25: true
    cwe2021-top25: true
    subcategory:
    - vuln
    likelihood: LOW
    impact: MEDIUM
    confidence: MEDIUM
  message: >-
    Detected anonymous LDAP bind.
    This permits anonymous users to execute LDAP statements. Consider enforcing
    authentication for LDAP. See https://docs.oracle.com/javase/tutorial/jndi/ldap/auth_mechs.html
    for more information.
  severity: WARNING
  pattern: |
    $ENV.put($CTX.SECURITY_AUTHENTICATION, ""none"")
    ...
    $DCTX = InitialDirContext($ENV, ...)
  languages:
  - kt
",t,2026-04-21 13:30:36.688361-06
kotlin.lang.security.bad-hexa-conversion,kotlin.lang.security.bad-hexa-conversion,Bad Hexa Conversion,kotlin,warning,lang,"'Integer.toHexString()' strips leading zeroes from each byte if read byte-by-byte. This mistake weakens the hash value computed since it introduces more collisions. Use 'String.format(""%02X"", ...)' instead.","rules:
- id: bad-hexa-conversion
  metadata:
    cwe:
    - 'CWE-704: Incorrect Type Conversion or Cast'
    owasp: 'A03:2017 - Sensitive Data Exposure'
    source-rule-url: https://find-sec-bugs.github.io/bugs.htm#BAD_HEXA_CONVERSION
    category: security
    technology:
    - kotlin
    references:
    - https://cwe.mitre.org/data/definitions/704.html
    subcategory:
    - audit
    likelihood: LOW
    impact: LOW
    confidence: LOW
  message: >-
    'Integer.toHexString()' strips leading zeroes from each byte if read byte-by-byte.
    This mistake weakens the hash value computed since it introduces more collisions.
    Use 'String.format(""%02X"", ...)' instead.
  severity: WARNING
  languages: [kt]
  pattern: |-
    fun $METHOD(...) {
      ...
      val $MD: MessageDigest = ...
      ...
      $MD.digest(...)
      ...
      Integer.toHexString(...)
    }
",t,2026-04-21 13:30:36.688361-06
kotlin.lang.security.command-injection-formatted-runtime-call,kotlin.lang.security.command-injection-formatted-runtime-call,Command Injection Formatted Runtime Call,kotlin,error,lang,A formatted or concatenated string was detected as input to a java.lang.Runtime call. This is dangerous if a variable is controlled by user input and could result in a command injection. Ensure your variables are not controlled by users or sufficiently sanitized.,"rules:
- id: command-injection-formatted-runtime-call
  message: >-
    A formatted or concatenated string was detected as input to a java.lang.Runtime
    call.
    This is dangerous if a variable is controlled by user input and could result in
    a
    command injection. Ensure your variables are not controlled by users or sufficiently
    sanitized.
  metadata:
    cwe:
    - ""CWE-78: Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')""
    owasp:
    - A01:2017 - Injection
    - A03:2021 - Injection
    source-rule-url: https://find-sec-bugs.github.io/bugs.htm#COMMAND_INJECTION.
    category: security
    technology:
    - kt
    references:
    - https://owasp.org/Top10/A03_2021-Injection
    cwe2022-top25: true
    cwe2021-top25: true
    subcategory:
    - audit
    likelihood: LOW
    impact: HIGH
    confidence: LOW
  severity: ERROR
  languages:
  - kt
  pattern-either:
  - pattern: $RUNTIME.exec($X + $Y)
  - pattern: $RUNTIME.exec(String.format(...))
  - pattern: $RUNTIME.loadLibrary($X + $Y)
  - pattern: $RUNTIME.loadLibrary(String.format(...))
",t,2026-04-21 13:30:36.688361-06
kotlin.lang.security.cookie-missing-httponly,kotlin.lang.security.cookie-missing-httponly,Cookie Missing Httponly,kotlin,warning,lang,A cookie was detected without setting the 'HttpOnly' flag. The 'HttpOnly' flag for cookies instructs the browser to forbid client-side scripts from reading the cookie. Set the 'HttpOnly' flag by calling 'cookie.setHttpOnly(true);',"rules:
- id: cookie-missing-httponly
  metadata:
    cwe:
    - ""CWE-1004: Sensitive Cookie Without 'HttpOnly' Flag""
    owasp:
    - A05:2021 - Security Misconfiguration
    source-rule-url: https://find-sec-bugs.github.io/bugs.htm#HTTPONLY_COOKIE
    category: security
    technology:
    - kt
    references:
    - https://owasp.org/Top10/A05_2021-Security_Misconfiguration
    subcategory:
    - audit
    likelihood: LOW
    impact: LOW
    confidence: LOW
  message: >-
    A cookie was detected without setting the 'HttpOnly' flag. The 'HttpOnly' flag
    for cookies instructs the browser to forbid client-side scripts from reading the
    cookie. Set the 'HttpOnly' flag by calling 'cookie.setHttpOnly(true);'
  severity: WARNING
  languages: [kt]
  patterns:
  - pattern-not-inside: |
      $COOKIE.setValue("""")
      ...
  - pattern-either:
    - pattern: $COOKIE.setHttpOnly(false)
    - patterns:
      - pattern-not-inside: |
          $COOKIE.setHttpOnly(...)
          ...
      - pattern: $RESPONSE.addCookie($COOKIE)
",t,2026-04-21 13:30:36.688361-06
kotlin.lang.security.cookie-missing-secure-flag,kotlin.lang.security.cookie-missing-secure-flag,Cookie Missing Secure Flag,kotlin,warning,lang,A cookie was detected without setting the 'secure' flag. The 'secure' flag for cookies prevents the client from transmitting the cookie over insecure channels such as HTTP. Set the 'secure' flag by calling '$COOKIE.setSecure(true);',"rules:
- id: cookie-missing-secure-flag
  metadata:
    cwe:
    - ""CWE-614: Sensitive Cookie in HTTPS Session Without 'Secure' Attribute""
    owasp:
    - A05:2021 - Security Misconfiguration
    source-rule-url: https://find-sec-bugs.github.io/bugs.htm#INSECURE_COOKIE
    category: security
    technology:
    - kt
    references:
    - https://owasp.org/Top10/A05_2021-Security_Misconfiguration
    subcategory:
    - audit
    likelihood: LOW
    impact: LOW
    confidence: LOW
  message: >-
    A cookie was detected without setting the 'secure' flag. The 'secure' flag
    for cookies prevents the client from transmitting the cookie over insecure
    channels such as HTTP. Set the 'secure' flag by calling '$COOKIE.setSecure(true);'
  severity: WARNING
  languages: [kt]
  patterns:
  - pattern-not-inside: |
      $COOKIE.setValue("""")
      ...
  - pattern-either:
    - pattern: $COOKIE.setSecure(false)
    - patterns:
      - pattern-not-inside: |
          $COOKIE.setSecure(...)
          ...
      - pattern: $RESPONSE.addCookie($COOKIE)
",t,2026-04-21 13:30:36.688361-06
kotlin.lang.security.defaulthttpclient-is-deprecated,kotlin.lang.security.defaulthttpclient-is-deprecated,Defaulthttpclient Is Deprecated,kotlin,warning,lang,"DefaultHttpClient is deprecated. Further, it does not support connections using TLS1.2, which","rules:
- id: defaulthttpclient-is-deprecated
  metadata:
    cwe:
    - 'CWE-326: Inadequate Encryption Strength'
    owasp:
    - A03:2017 - Sensitive Data Exposure
    - A02:2021 - Cryptographic Failures
    source-rule-url: https://find-sec-bugs.github.io/bugs.htm#DEFAULT_HTTP_CLIENT
    asvs:
      section: V9 Communications Verification Requirements
      control_id: 9.1.3 Weak TLS
      control_url: https://github.com/OWASP/ASVS/blob/master/4.0/en/0x17-V9-Communications.md#v91-client-communications-security-requirements
      version: '4'
    category: security
    technology:
    - kotlin
    license: Commons Clause License Condition v1.0[LGPL-2.1-only]
    references:
    - https://owasp.org/Top10/A02_2021-Cryptographic_Failures
    subcategory:
    - audit
    likelihood: LOW
    impact: LOW
    confidence: LOW
  message: DefaultHttpClient is deprecated. Further, it does not support connections using TLS1.2, which
    makes using DefaultHttpClient a security hazard. Use SystemDefaultHttpClient instead, which supports
    TLS1.2.
  severity: WARNING
  languages:
  - kt
  pattern: DefaultHttpClient(...)
  fix-regex:
    regex: DefaultHttpClient
    replacement: SystemDefaultHttpClient
",t,2026-04-21 13:30:36.688361-06
kotlin.lang.security.ecb-cipher,kotlin.lang.security.ecb-cipher,Ecb Cipher,kotlin,warning,lang,Cipher in ECB mode is detected. ECB mode produces the same output for the same input each time,"rules:
- id: ecb-cipher
  metadata:
    cwe:
    - 'CWE-327: Use of a Broken or Risky Cryptographic Algorithm'
    owasp:
    - A03:2017 - Sensitive Data Exposure
    - A02:2021 - Cryptographic Failures
    source-rule-url: https://find-sec-bugs.github.io/bugs.htm#ECB_MODE
    category: security
    technology:
    - kotlin
    license: Commons Clause License Condition v1.0[LGPL-2.1-only]
    references:
    - https://owasp.org/Top10/A02_2021-Cryptographic_Failures
    subcategory:
    - vuln
    likelihood: LOW
    impact: MEDIUM
    confidence: MEDIUM
  message: Cipher in ECB mode is detected. ECB mode produces the same output for the same input each time
    which allows an attacker to intercept and replay the data. Further, ECB mode does not provide any
    integrity checking. See https://find-sec-bugs.github.io/bugs.htm#CIPHER_INTEGRITY.
  severity: WARNING
  languages:
  - kt
  patterns:
  - pattern-either:
    - pattern: |
        val $VAR : Cipher = $CIPHER.getInstance($MODE)
    - pattern: |
        var $VAR : Cipher = $CIPHER.getInstance($MODE)
    - pattern: |
        val $VAR = $CIPHER.getInstance($MODE)
    - pattern: |
        var $VAR = $CIPHER.getInstance($MODE)
  - metavariable-regex:
      metavariable: $MODE
      regex: .*ECB.*
",t,2026-04-21 13:30:36.688361-06
kotlin.lang.security.gcm-detection,kotlin.lang.security.gcm-detection,Gcm Detection,kotlin,info,lang,"GCM detected, please check that IV/nonce is not reused, an Initialization Vector (IV) is a nonce","rules:
- id: gcm-detection
  metadata:
    category: security
    cwe:
    - 'CWE-323: Reusing a Nonce, Key Pair in Encryption'
    references:
    - https://cwe.mitre.org/data/definitions/323.html
    technology:
    - kotlin
    license: Commons Clause License Condition v1.0[LGPL-2.1-only]
    owasp:
    - A02:2021 - Cryptographic Failures
    subcategory:
    - audit
    likelihood: LOW
    impact: LOW
    confidence: LOW
  languages:
  - kt
  # we should probably deprecate this...
  message: GCM detected, please check that IV/nonce is not reused, an Initialization Vector (IV) is a nonce
    used to randomize the encryption, so that even if multiple messages with identical plaintext are encrypted,
    the generated corresponding ciphertexts are different.Unlike the Key, the IV usually does not need
    to be secret, rather it is important that it is random and unique. Certain encryption schemes the IV
    is exchanged in public as part of the ciphertext. Reusing same Initialization Vector with the same
    Key to encrypt multiple plaintext blocks allows an attacker to compare the ciphertexts and then, with
    some assumptions on the content of the messages, to gain important information about the data being
    encrypted.
  patterns:
  - pattern-either:
    - pattern: $METHOD.getInstance(""AES/GCM/NoPadding"",...)
    - pattern: GCMParameterSpec(...)
  severity: INFO",t,2026-04-21 13:30:36.688361-06
kotlin.lang.security.no-null-cipher,kotlin.lang.security.no-null-cipher,No Null Cipher,kotlin,warning,lang,NullCipher was detected. This will not encrypt anything; the cipher text will be the same,"rules:
- id: no-null-cipher
  pattern: NullCipher(...)
  metadata:
    cwe:
    - 'CWE-327: Use of a Broken or Risky Cryptographic Algorithm'
    owasp:
    - A03:2017 - Sensitive Data Exposure
    - A02:2021 - Cryptographic Failures
    source-rule-url: https://find-sec-bugs.github.io/bugs.htm#NULL_CIPHER
    asvs:
      section: V6 Stored Cryptography Verification Requirements
      control_id: 6.2.5 Insecure Algorithm
      control_url: https://github.com/OWASP/ASVS/blob/master/4.0/en/0x14-V6-Cryptography.md#v62-algorithms
      version: '4'
    category: security
    technology:
    - kotlin
    license: Commons Clause License Condition v1.0[LGPL-2.1-only]
    references:
    - https://owasp.org/Top10/A02_2021-Cryptographic_Failures
    subcategory:
    - vuln
    likelihood: LOW
    impact: MEDIUM
    confidence: MEDIUM
  message: 'NullCipher was detected. This will not encrypt anything; the cipher text will be the same
    as the plain text. Use a valid, secure cipher: Cipher.getInstance(""AES/CBC/PKCS7PADDING""). See https://owasp.org/www-community/Using_the_Java_Cryptographic_Extensions
    for more information.'
  severity: WARNING
  languages:
  - kt
  - scala
",t,2026-04-21 13:30:36.688361-06
kotlin.lang.security.unencrypted-socket,kotlin.lang.security.unencrypted-socket,Unencrypted Socket,kotlin,warning,lang,This socket is not encrypted. The traffic could be read by an attacker intercepting the network,"rules:
- id: unencrypted-socket
  metadata:
    cwe:
    - 'CWE-319: Cleartext Transmission of Sensitive Information'
    owasp:
    - A03:2017 - Sensitive Data Exposure
    - A02:2021 - Cryptographic Failures
    source-rule-url: https://find-sec-bugs.github.io/bugs.htm#UNENCRYPTED_SOCKET
    asvs:
      section: V6 Stored Cryptography Verification Requirements
      control_id: 6.2.5 Insecure Algorithm
      control_url: https://github.com/OWASP/ASVS/blob/master/4.0/en/0x14-V6-Cryptography.md#v62-algorithms
      version: '4'
    category: security
    technology:
    - kotlin
    license: Commons Clause License Condition v1.0[LGPL-2.1-only]
    references:
    - https://owasp.org/Top10/A02_2021-Cryptographic_Failures
    subcategory:
    - audit
    likelihood: LOW
    impact: LOW
    confidence: LOW
  message: This socket is not encrypted. The traffic could be read by an attacker intercepting the network
    traffic. Use an SSLSocket created by 'SSLSocketFactory' or 'SSLServerSocketFactory' instead
  severity: WARNING
  languages:
  - kt
  pattern-either:
  - pattern: ServerSocket(...)
  - pattern: Socket(...)
",t,2026-04-21 13:30:36.688361-06
kotlin.lang.security.use-of-md5,kotlin.lang.security.use-of-md5,Use Of Md5,kotlin,warning,lang,Detected MD5 hash algorithm which is considered insecure. MD5 is not collision resistant and,"rules:
- id: use-of-md5
  message: Detected MD5 hash algorithm which is considered insecure. MD5 is not collision resistant and
    is therefore not suitable as a cryptographic signature. Use SHA256 or SHA3 instead.
  languages:
  - kt
  severity: WARNING
  metadata:
    owasp:
    - A03:2017 - Sensitive Data Exposure
    - A02:2021 - Cryptographic Failures
    cwe:
    - 'CWE-328: Use of Weak Hash'
    source-rule-url: https://find-sec-bugs.github.io/bugs.htm#WEAK_MESSAGE_DIGEST_MD5
    category: security
    technology:
    - kotlin
    license: Commons Clause License Condition v1.0[LGPL-2.1-only]
    references:
    - https://owasp.org/Top10/A02_2021-Cryptographic_Failures
    subcategory:
    - vuln
    likelihood: LOW
    impact: MEDIUM
    confidence: MEDIUM
  pattern-either:
  - pattern: |
      $VAR = $MD.getInstance(""MD5"")
  - pattern: |
      $DU.getMd5Digest().digest(...)
",t,2026-04-21 13:30:36.688361-06
kotlin.lang.security.use-of-sha1,kotlin.lang.security.use-of-sha1,Use Of Sha1,kotlin,warning,lang,Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Use SHA256 or SHA3 instead.,"rules:
- id: use-of-sha1
  message: >-
    Detected SHA1 hash algorithm which is considered insecure. SHA1 is not
    collision resistant and is therefore not suitable as a cryptographic
    signature. Use SHA256 or SHA3 instead.
  languages: [kt]
  severity: WARNING
  metadata:
    owasp:
    - A03:2017 - Sensitive Data Exposure
    - A02:2021 - Cryptographic Failures
    cwe:
    - 'CWE-327: Use of a Broken or Risky Cryptographic Algorithm'
    source-rule-url: https://find-sec-bugs.github.io/bugs.htm#WEAK_MESSAGE_DIGEST_SHA1
    asvs:
      section: V6 Stored Cryptography Verification Requirements
      control_id: 6.2.5 Insecure Algorithm
      control_url: https://github.com/OWASP/ASVS/blob/master/4.0/en/0x14-V6-Cryptography.md#v62-algorithms
      version: '4'
    category: security
    technology:
    - kotlin
    references:
    - https://owasp.org/Top10/A02_2021-Cryptographic_Failures
    subcategory:
    - vuln
    likelihood: LOW
    impact: MEDIUM
    confidence: MEDIUM
  pattern-either:
  - patterns:
    - pattern: |
        $VAR = $MD.getInstance(""$ALGO"")
    - metavariable-regex:
        metavariable: $ALGO
        regex: (SHA1|SHA-1)
  - pattern: |
      $DU.getSha1Digest().digest(...)
",t,2026-04-21 13:30:36.688361-06
kotlin.lang.security.weak-rsa,kotlin.lang.security.weak-rsa,Weak Rsa,kotlin,warning,lang,RSA keys should be at least 2048 bits based on NIST recommendation.,"rules:
- id: use-of-weak-rsa-key
  message: RSA keys should be at least 2048 bits based on NIST recommendation.
  languages: [kt]
  severity: WARNING
  metadata:
    cwe:
    - 'CWE-326: Inadequate Encryption Strength'
    owasp:
    - A03:2017 - Sensitive Data Exposure
    - A02:2021 - Cryptographic Failures
    source-rule-url: https://find-sec-bugs.github.io/bugs.htm#RSA_KEY_SIZE
    asvs:
      section: V6 Stored Cryptography Verification Requirements
      control_id: 6.2.5 Insecure Algorithm
      control_url: https://github.com/OWASP/ASVS/blob/master/4.0/en/0x14-V6-Cryptography.md#v62-algorithms
      version: '4'
    references:
    - https://cheatsheetseries.owasp.org/cheatsheets/Cryptographic_Storage_Cheat_Sheet.html#algorithms
    category: security
    technology:
    - kotlin
    subcategory:
    - audit
    likelihood: HIGH
    impact: MEDIUM
    confidence: HIGH
  patterns:
  - pattern-either:
    - pattern: |
        $KEY = $G.getInstance(""RSA"")
        ...
        $KEY.initialize($BITS)
  - metavariable-comparison:
      metavariable: $BITS
      comparison: $BITS < 2048
",t,2026-04-21 13:30:36.688361-06
ocaml.lang.best-practice.bool,ocaml.lang.best-practice.bool,Bool,ocaml,warning,lang,Comparison to boolean. Just use `$X`,"rules:
  - id: ocamllint-bool-true
    pattern-either:
      - pattern: $X = true
      - pattern: $X == true
      - pattern: $X != false
    message: Comparison to boolean. Just use `$X`
    languages: [ocaml]
    severity: WARNING
    metadata:
      category: best-practice
      technology:
        - ocaml
  - id: ocamllint-bool-false
    pattern-either:
      - pattern: $X = false
      - pattern: $X == false
      - pattern: $X <> true
    message: Comparison to boolean. Just use `not $X`
    languages: [ocaml]
    severity: WARNING
    metadata:
      category: best-practice
      technology:
        - ocaml
",t,2026-04-21 13:30:36.688361-06
ocaml.lang.best-practice.exception,ocaml.lang.best-practice.exception,Exception,ocaml,warning,lang,"You should not re-raise exceptions using 'raise' because it loses track of where the exception was raised originally, leading to a useless and possibly confusing stack trace. Instead, you should obtain a stack backtrace as soon as the exception is caught using 'try ... with exn -> let trace = Printexc.get_raw_backtrace () in ...', and keep it around until you re-raise the exception using 'Printexc.raise_with_backtrace exn trace'. You must collect the stack backtrace before calling another function which might internally raise and catch exceptions. To avoid false positives from Semgrep, write 'raise (Foo args)' instead of 'let e = Foo args in raise e'.","rules:
  - id: bad-reraise
    patterns:
      - pattern: |
          raise $EXN
      - metavariable-regex:
          metavariable: $EXN
          regex: >-
            \A[a-z_][a-z_A-Z0-9']*\z

    message: >-
      You should not re-raise exceptions using 'raise' because it loses
      track of where the exception was raised originally, leading to
      a useless and possibly confusing stack trace.
      Instead, you should obtain a stack backtrace as soon as the
      exception is caught using 'try ... with exn -> let trace =
      Printexc.get_raw_backtrace () in ...', and keep
      it around until you re-raise the exception using
      'Printexc.raise_with_backtrace exn trace'.
      You must collect the stack backtrace before calling
      another function which might internally raise and catch
      exceptions.
      To avoid false positives from Semgrep, write
      'raise (Foo args)' instead of 'let e = Foo args in raise e'.

    languages: [ocaml]
    severity: WARNING
    metadata:
      category: best-practice
      technology:
        - ocaml
      references:
        - https://v2.ocaml.org/api/Printexc.html
",t,2026-04-21 13:30:36.688361-06
ocaml.lang.best-practice.string,ocaml.lang.best-practice.string,String,ocaml,warning,lang,Use instead `Str.first_chars`,"rules:
  - id: ocamllint-str-first-chars
    pattern: String.sub $S 0 $N
    message: Use instead `Str.first_chars`
    languages: [ocaml]
    severity: WARNING
    metadata:
      category: best-practice
      technology:
        - ocaml
  - id: ocamllint-str-string-after
    pattern: String.sub $S $N (String.length $S - $N)
    message: Use instead `Str.string_after`
    languages: [ocaml]
    severity: WARNING
    metadata:
      category: best-practice
      technology:
        - ocaml
  - id: ocamllint-str-last-chars
    pattern: String.sub $S (String.length $S - $N) $N
    message: Use instead `Str.last_chars`
    languages: [ocaml]
    severity: WARNING
    metadata:
      category: best-practice
      technology:
        - ocaml
  - id: ocamllint-useless-sprintf
    pattern-either:
      - pattern: Printf.sprintf ""...""
      - pattern: Printf.sprintf ""%s"" $S
    message: Useless sprintf
    languages: [ocaml]
    severity: WARNING
    metadata:
      category: best-practice
      technology:
        - ocaml
",t,2026-04-21 13:30:36.688361-06
ocaml.lang.compatibility.deprecated,ocaml.lang.compatibility.deprecated,Deprecated,ocaml,error,lang,Pervasives is deprecated and will not be available after 4.10. Use Stdlib.,"rules:
  - id: deprecated-pervasives
    pattern: Pervasives.$X
    message: Pervasives is deprecated and will not be available after 4.10. Use Stdlib.
    languages: [ocaml]
    severity: ERROR
    metadata:
      category: compatibility
      technology:
        - ocaml
",t,2026-04-21 13:30:36.688361-06
ocaml.lang.correctness.physical-vs-structural,ocaml.lang.correctness.physical-vs-structural,Physical Vs Structural,ocaml,warning,lang,You probably want the structural equality operator =,"rules:
  - id: physical-equal
    pattern: $X == $Y
    message: You probably want the structural equality operator =
    languages: [ocaml]
    severity: WARNING
    metadata:
      category: correctness
      technology:
        - ocaml
      references:
        - https://v2.ocaml.org/api/Stdlib.html#1_Comparisons
  - id: physical-not-equal
    pattern: $X != $Y
    message: You probably want the structural inequality operator <>
    languages: [ocaml]
    severity: WARNING
    metadata:
      category: correctness
      technology:
        - ocaml
      references:
        - https://v2.ocaml.org/api/Stdlib.html#1_Comparisons
",t,2026-04-21 13:30:36.688361-06
ocaml.lang.correctness.useless-compare,ocaml.lang.correctness.useless-compare,Useless Compare,ocaml,error,lang,"This comparison is useless because the expressions being compared are identical. This is expected to always return the same result, 0, unless your code is really strange.","rules:
- id: useless-compare
  patterns:
  - pattern-either:
    - pattern: compare $X $X
    - pattern: $MODULE.compare $X $X

  message: >-
    This comparison is useless because the expressions being compared
    are identical. This is expected to always return the same result,
    0, unless your code is really strange.
  languages: [ocaml]
  severity: ERROR
  metadata:
    category: correctness
    technology:
    - ocaml
",t,2026-04-21 13:30:36.688361-06
ocaml.lang.correctness.useless-eq,ocaml.lang.correctness.useless-eq,Useless Eq,ocaml,error,lang,"This is always true. If testing for floating point NaN, use `Float.is_nan` instead.","rules:
  - id: useless-equal
    pattern: $X = $X
    message: This is always true. If testing for floating point NaN, use `Float.is_nan` instead.
    languages: [ocaml]
    severity: ERROR
    metadata:
      category: correctness
      technology:
        - ocaml
",t,2026-04-21 13:30:36.691269-06
ocaml.lang.correctness.useless-if,ocaml.lang.correctness.useless-if,Useless If,ocaml,error,lang,Useless if. Both branches are equal.,"rules:
  - id: ocamllint-useless-if
    pattern: if $X then $E else $E
    message: Useless if. Both branches are equal.
    languages: [ocaml]
    severity: ERROR
    metadata:
      category: correctness
      technology:
        - ocaml
",t,2026-04-21 13:30:36.691269-06
ocaml.lang.correctness.useless-let,ocaml.lang.correctness.useless-let,Useless Let,ocaml,error,lang,Useless let,"rules:
  - id: useless-let
    pattern: let $X = $E in $X
    message: Useless let
    languages: [ocaml]
    severity: ERROR
    metadata:
      category: correctness
      technology:
        - ocaml
",t,2026-04-21 13:30:36.691269-06
ocaml.lang.performance.list,ocaml.lang.performance.list,List,ocaml,warning,lang,"You probably want $X = [], which is faster.","rules:
  - id: ocamllint-length-list-zero
    pattern: List.length $X = 0
    message: You probably want $X = [], which is faster.
    languages: [ocaml]
    severity: WARNING
    metadata:
      category: performance
      technology:
        - ocaml
  - id: ocamllint-length-more-than-zero
    pattern: List.length $X > 0
    message: You probably want $X <> [], which is faster.
    languages: [ocaml]
    severity: WARNING
    metadata:
      category: performance
      technology:
        - ocaml
",t,2026-04-21 13:30:36.691269-06
ocaml.lang.portability.crlf-support,ocaml.lang.portability.crlf-support,Crlf Support,ocaml,warning,lang,"'input_line' leaves a '\r' (CR) character when reading lines from a Windows text file, whose lines end in ""\r\n"" (CRLF). This is a problem for any Windows file that is being read either on a Unix-like platform or on Windows in binary mode. If the code already takes care of removing any trailing '\r' after reading the line, add a '(* nosemgrep *)' comment to disable this warning.","rules:
  - id: broken-input-line
    pattern: |
      input_line
    message: >-
      'input_line' leaves a '\r' (CR) character when reading lines from
      a Windows text file, whose lines end in ""\r\n"" (CRLF). This is a
      problem for any Windows file that is being read either on a Unix-like
      platform or on Windows in binary mode. If the code already takes
      care of removing any trailing '\r' after reading the line, add a
      '(* nosemgrep *)' comment to disable this warning.
    languages: [ocaml]
    severity: WARNING
    metadata:
      category: portability

      technology:
        - ocaml
  - id: prefer-read-in-binary-mode
    pattern: open_in
    fix: open_in_bin
    message: >-
      'open_in' behaves differently on Windows and on Unix-like
      systems with respect to line endings. To get the same behavior
      everywhere, use 'open_in_bin' or 'open_in_gen [Open_binary]'.
      If you really want CRLF-to-LF translations to take place when
      running on Windows, use 'open_in_gen [Open_text]'.
    languages: [ocaml]
    severity: WARNING
    metadata:
      category: portability

      technology:
        - ocaml
  - id: prefer-write-in-binary-mode
    pattern: open_out
    fix: open_out_bin
    message: >-
      'open_out' behaves differently on Windows and on Unix-like
      systems with respect to line endings. To get the same behavior
      everywhere, use 'open_out_bin' or 'open_out_gen [Open_binary]'.
      If you really want LF-to-CRLF translations to take place when
      running on Windows, use 'open_out_gen [Open_text]'.
    languages: [ocaml]
    severity: WARNING
    metadata:
      category: portability
      technology:
        - ocaml
",t,2026-04-21 13:30:36.691269-06
ocaml.lang.portability.slash-tmp,ocaml.lang.portability.slash-tmp,Slash Tmp,ocaml,warning,lang,You should probably use Filename.get_temp_dirname().,"rules:
  - id: not-portable-tmp-string
    pattern: |
      ""=~/\/tmp/""
    message: You should probably use Filename.get_temp_dirname().
    languages: [ocaml]
    severity: WARNING
    metadata:
      category: portability
      technology:
        - ocaml
",t,2026-04-21 13:30:36.691269-06
ocaml.lang.security.digest,ocaml.lang.security.digest,Digest,ocaml,warning,lang,Digest uses MD5 and should not be used for security purposes. Consider using SHA256 instead.,"rules:
  - id: ocamllint-digest
    pattern-either: 
      - pattern: Digest.string
      - pattern: Digest.bytes
      - pattern: Digest.substring
      - pattern: Digest.subbytes
      - pattern: Digest.channel
      - pattern: Digest.file
    message: Digest uses MD5 and should not be used for security purposes. Consider using SHA256 instead.
    languages: [ocaml]
    severity: WARNING
    metadata:
      category: security
      references:
      - https://v2.ocaml.org/api/Digest.html
      technology:
        - ocaml
      cwe: ""CWE-328: Use of Weak Hash (4.12)""
      confidence: LOW
      likelihood: MEDIUM
      impact: MEDIUM
      subcategory:
        - audit

",t,2026-04-21 13:30:36.691269-06
